Count,Mean
434,37.94239631336406
375,31.325333333333333
447,34.422818791946305
540,32.724074074074075
636,32.191823899371066
529,39.58412098298677
549,32.482695810564664
465,38.68387096774194
534,31.136704119850187
479,38.39457202505219
497,31.67404426559356
514,43.3579766536965
500,32.344
393,27.97201017811705
489,34.37832310838446
460,34.14782608695652
483,35.61490683229814
566,37.69081272084806
436,33.21559633027523
431,31.13921113689095
524,34.345419847328245
517,40.342359767891686
546,25.55860805860806
524,37.07442748091603
549,29.5591985428051
453,44.211920529801326
408,30.083333333333332
484,27.510330578512395
518,30.62934362934363
590,35.833898305084745
487,38.61396303901437
524,34.55534351145038
566,27.77208480565371
398,37.55527638190955
553,37.831826401446655
520,30.746153846153845
456,35.11842105263158
485,34.228865979381446
429,39.04195804195804
441,32.573696145124714
410,31.297560975609755
401,39.13466334164588
460,31.139130434782608
464,39.92456896551724
513,32.09551656920078
445,33.492134831460675
514,39.13813229571984
535,27.85607476635514
402,32.74875621890547
465,32.00215053763441
562,41.80960854092527
414,44.671497584541065
519,29.734104046242773
521,35.25143953934741
443,31.108352144469524
467,27.220556745182012
519,40.59344894026975
469,36.94456289978678
524,37.524809160305345
548,37.52919708029197
387,30.532299741602067
459,36.04357298474945
538,33.28624535315985
492,38.18292682926829
451,33.689578713968956
467,34.37473233404711
440,37.695454545454545
567,35.326278659611994
521,35.341650671785025
458,32.3296943231441
498,36.791164658634536
547,35.98537477148081
531,35.4180790960452
568,43.58978873239437
346,36.28901734104046
592,32.44763513513514
506,32.116600790513836
601,40.12645590682197
481,43.84407484407485
462,40.82683982683983
409,28.669926650366747
501,38.522954091816366
557,33.90305206463196
610,35.71475409836066
498,40.929718875502004
494,36.74696356275304
625,40.8752
435,29.788505747126436
416,28.504807692307693
420,38.40952380952381
493,34.537525354969574
514,41.93385214007782
516,37.10658914728682
407,24.948402948402947
509,40.278978388998034
486,39.82098765432099
447,35.060402684563755
500,42.078
549,37.11657559198543
456,43.155701754385966
517,32.39458413926499
486,42.0761316872428
409,34.76528117359413
474,40.177215189873415
453,42.971302428256074
454,35.0352422907489
359,31.13091922005571
516,33.15891472868217
528,34.87689393939394
571,39.67775831873905
416,35.36778846153846
546,45.76007326007326
487,30.882956878850102
522,37.480842911877396
546,34.324175824175825
469,32.35181236673774
483,32.88819875776397
554,37.671480144404335
368,28.758152173913043
436,44.0045871559633
406,30.54679802955665
470,33.1
509,36.13752455795678
491,31.894093686354378
439,26.71981776765376
526,43.56463878326996
439,40.888382687927106
420,26.135714285714286
518,37.34555984555985
579,28.806563039723663
439,26.378132118451024
503,30.848906560636184
523,40.61376673040153
543,30.646408839779006
419,35.307875894988065
445,35.06741573033708
426,36.27699530516432
601,35.356073211314474
566,37.38515901060071
409,32.41809290953545
382,39.30890052356021
430,30.032558139534885
570,38.46140350877193
477,35.668763102725364
479,28.599164926931106
453,36.16556291390729
439,45.49430523917995
566,38.245583038869256
402,30.83830845771144
452,31.530973451327434
502,34.14342629482072
464,34.66594827586207
504,31.408730158730158
501,28.073852295409182
411,28.017031630170315
443,35.762979683972915
488,39.11680327868852
507,30.7534516765286
402,29.554726368159205
400,32.2
433,34.1270207852194
502,30.739043824701195
